CATEGORY,START,STOP,DISTANCE_KM,PURPOSE,start_date,start_time,end_date,end_time,year,time_of_day,duration_minutes,Month
Business,Unknown Location,Lahore,22.53,Meeting,2016-12-22,1900-01-01 19:04:00,2016-12-22,1900-01-01 19:50:00,2016,Evening,46.0,Dec
Business,Lahore,Lahore,3.38,Meal/Entertain,2016-12-22,1900-01-01 21:41:00,2016-12-22,1900-01-01 21:53:00,2016,Night,12.0,Dec
Business,Lahore,Lahore,3.38,Customer Visit,2016-12-22,1900-01-01 23:27:00,2016-12-22,1900-01-01 23:32:00,2016,Night,5.0,Dec
Business,Lahore,Lahore,4.83,Meeting,2016-12-23,1900-01-01 09:21:00,2016-12-23,1900-01-01 09:41:00,2016,Morning,20.0,Dec
Business,Lahore,Unknown Location,9.98,Meeting,2016-12-23,1900-01-01 11:33:00,2016-12-23,1900-01-01 11:58:00,2016,Morning,25.0,Dec
Business,Unknown Location,Unknown Location,15.45,Meeting,2016-12-23,1900-01-01 14:15:00,2016-12-23,1900-01-01 15:25:00,2016,Afternoon,70.0,Dec
Business,Unknown Location,Unknown Location,2.09,Errand/Supplies,2016-12-23,1900-01-01 16:23:00,2016-12-23,1900-01-01 16:34:00,2016,Afternoon,11.0,Dec
Business,Unknown Location,Lahore,11.43,Meal/Entertain,2016-12-23,1900-01-01 17:34:00,2016-12-23,1900-01-01 18:27:00,2016,Evening,53.0,Dec
Business,Lahore,Unknown Location,10.14,Meal/Entertain,2016-12-24,1900-01-01 07:43:00,2016-12-24,1900-01-01 08:04:00,2016,Morning,21.0,Dec
Business,Unknown Location,Lahore,17.22,Meal/Entertain,2016-12-24,1900-01-01 09:19:00,2016-12-24,1900-01-01 09:55:00,2016,Morning,36.0,Dec
Business,Lahore,Lahore,8.53,Meal/Entertain,2016-12-24,1900-01-01 10:34:00,2016-12-24,1900-01-01 10:53:00,2016,Morning,19.0,Dec
Business,Lahore,Lahore,2.57,Errand/Supplies,2016-12-24,1900-01-01 12:51:00,2016-12-24,1900-01-01 12:53:00,2016,Afternoon,2.0,Dec
Business,Lahore,Lahore,5.79,Errand/Supplies,2016-12-24,1900-01-01 13:08:00,2016-12-24,1900-01-01 13:29:00,2016,Afternoon,21.0,Dec
Business,Lahore,Lahore,2.74,Errand/Supplies,2016-12-24,1900-01-01 17:12:00,2016-12-24,1900-01-01 17:27:00,2016,Evening,15.0,Dec
Business,Lahore,Lahore,4.67,Meal/Entertain,2016-12-24,1900-01-01 19:12:00,2016-12-24,1900-01-01 19:27:00,2016,Evening,15.0,Dec
Business,Lahore,Lahore,0.97,Errand/Supplies,2016-12-24,1900-01-01 22:04:00,2016-12-24,1900-01-01 22:09:00,2016,Night,5.0,Dec
Business,Lahore,Lahore,0.97,Errand/Supplies,2016-12-25,1900-01-01 00:10:00,2016-12-25,1900-01-01 00:14:00,2016,Night,4.0,Dec
Business,Lahore,Lahore,3.7,Meal/Entertain,2016-12-25,1900-01-01 19:15:00,2016-12-25,1900-01-01 19:26:00,2016,Evening,11.0,Dec
Business,Lahore,Lahore,3.7,Meal/Entertain,2016-12-25,1900-01-01 21:58:00,2016-12-25,1900-01-01 22:04:00,2016,Night,6.0,Dec
Business,Lahore,Lahore,5.15,Meal/Entertain,2016-12-26,1900-01-01 08:30:00,2016-12-26,1900-01-01 08:41:00,2016,Morning,11.0,Dec
Business,Lahore,Lahore,9.98,Customer Visit,2016-12-26,1900-01-01 09:05:00,2016-12-26,1900-01-01 09:19:00,2016,Morning,14.0,Dec
Business,Lahore,Lahore,12.39,Customer Visit,2016-12-26,1900-01-01 10:15:00,2016-12-26,1900-01-01 10:36:00,2016,Morning,21.0,Dec
Business,Lahore,Lahore,6.12,Customer Visit,2016-12-26,1900-01-01 11:29:00,2016-12-26,1900-01-01 11:42:00,2016,Morning,13.0,Dec
Business,Lahore,Unknown Location,12.71,Meeting,2016-12-26,1900-01-01 13:09:00,2016-12-26,1900-01-01 13:43:00,2016,Afternoon,34.0,Dec
Business,Kar?chi,Kar?chi,7.89,Temporary Site,2016-12-27,1900-01-01 07:02:00,2016-12-27,1900-01-01 07:14:00,2016,Morning,12.0,Dec
Business,Kar?chi,Kar?chi,8.05,Meal/Entertain,2016-12-27,1900-01-01 08:37:00,2016-12-27,1900-01-01 08:59:00,2016,Morning,22.0,Dec
Business,Kar?chi,Kar?chi,0.97,Meal/Entertain,2016-12-27,1900-01-01 12:53:00,2016-12-27,1900-01-01 12:57:00,2016,Afternoon,4.0,Dec
Business,Kar?chi,Unknown Location,4.99,Customer Visit,2016-12-27,1900-01-01 14:49:00,2016-12-27,1900-01-01 15:03:00,2016,Afternoon,14.0,Dec
Business,Unknown Location,Kar?chi,12.71,Meeting,2016-12-27,1900-01-01 16:34:00,2016-12-27,1900-01-01 16:58:00,2016,Afternoon,24.0,Dec
Business,Kar?chi,Kar?chi,8.85,Customer Visit,2016-12-27,1900-01-01 19:19:00,2016-12-27,1900-01-01 19:50:00,2016,Evening,31.0,Dec
Business,Kar?chi,Unknown Location,16.58,Meal/Entertain,2016-12-28,1900-01-01 08:34:00,2016-12-28,1900-01-01 09:06:00,2016,Morning,32.0,Dec
Business,Unknown Location,Kar?chi,16.74,Errand/Supplies,2016-12-28,1900-01-01 11:42:00,2016-12-28,1900-01-01 12:12:00,2016,Morning,30.0,Dec
Business,Kar?chi,Kar?chi,3.22,Errand/Supplies,2016-12-28,1900-01-01 13:53:00,2016-12-28,1900-01-01 14:01:00,2016,Afternoon,8.0,Dec
Business,Kar?chi,Unknown Location,13.68,Meal/Entertain,2016-12-28,1900-01-01 15:04:00,2016-12-28,1900-01-01 15:39:00,2016,Afternoon,35.0,Dec
Business,Unknown Location,Kar?chi,7.08,Errand/Supplies,2016-12-28,1900-01-01 17:02:00,2016-12-28,1900-01-01 17:16:00,2016,Evening,14.0,Dec
Business,Kar?chi,Kar?chi,6.12,Errand/Supplies,2016-12-28,1900-01-01 18:33:00,2016-12-28,1900-01-01 18:56:00,2016,Evening,23.0,Dec
Business,Kar?chi,Kar?chi,8.21,Errand/Supplies,2016-12-28,1900-01-01 22:44:00,2016-12-28,1900-01-01 23:18:00,2016,Night,34.0,Dec
Business,Kar?chi,Kar?chi,6.12,Errand/Supplies,2016-12-29,1900-01-01 00:49:00,2016-12-29,1900-01-01 01:06:00,2016,Night,17.0,Dec
Business,Kar?chi,Unknown Location,18.67,Meal/Entertain,2016-12-29,1900-01-01 09:44:00,2016-12-29,1900-01-01 10:07:00,2016,Morning,23.0,Dec
Business,Unknown Location,Kar?chi,19.15,Meal/Entertain,2016-12-29,1900-01-01 11:28:00,2016-12-29,1900-01-01 12:00:00,2016,Morning,32.0,Dec
Business,Kar?chi,Kar?chi,2.25,Errand/Supplies,2016-12-29,1900-01-01 12:25:00,2016-12-29,1900-01-01 12:33:00,2016,Afternoon,8.0,Dec
Business,Kar?chi,Kar?chi,1.77,Errand/Supplies,2016-12-29,1900-01-01 13:17:00,2016-12-29,1900-01-01 13:24:00,2016,Afternoon,7.0,Dec
Business,Kar?chi,Kar?chi,6.6,Airport/Travel,2016-12-29,1900-01-01 13:56:00,2016-12-29,1900-01-01 14:11:00,2016,Afternoon,15.0,Dec
Business,Kar?chi,Kar?chi,9.82,Between Offices,2016-12-29,1900-01-01 14:42:00,2016-12-29,1900-01-01 14:58:00,2016,Afternoon,16.0,Dec
Business,Kar?chi,Kar?chi,2.09,Errand/Supplies,2016-12-29,1900-01-01 15:05:00,2016-12-29,1900-01-01 15:16:00,2016,Afternoon,11.0,Dec
Business,Kar?chi,Unknown Location,4.83,Meal/Entertain,2016-12-29,1900-01-01 18:59:00,2016-12-29,1900-01-01 19:14:00,2016,Evening,15.0,Dec
Business,Unknown Location,Kar?chi,6.6,Customer Visit,2016-12-29,1900-01-01 19:50:00,2016-12-29,1900-01-01 20:10:00,2016,Evening,20.0,Dec
Business,Kar?chi,Kar?chi,11.59,Meeting,2016-12-29,1900-01-01 20:15:00,2016-12-29,1900-01-01 20:45:00,2016,Evening,30.0,Dec
Business,Kar?chi,Unknown Location,10.3,Meeting,2016-12-29,1900-01-01 20:53:00,2016-12-29,1900-01-01 21:42:00,2016,Evening,49.0,Dec
Business,Unknown Location,Kar?chi,20.76,Meeting,2016-12-29,1900-01-01 23:14:00,2016-12-29,1900-01-01 23:47:00,2016,Night,33.0,Dec
Business,Kar?chi,Kar?chi,4.51,Errand/Supplies,2016-12-30,1900-01-01 10:15:00,2016-12-30,1900-01-01 10:33:00,2016,Morning,18.0,Dec
Business,Kar?chi,Kar?chi,4.67,Errand/Supplies,2016-12-30,1900-01-01 11:31:00,2016-12-30,1900-01-01 11:56:00,2016,Morning,25.0,Dec
Business,Kar?chi,Kar?chi,7.4,Errand/Supplies,2016-12-30,1900-01-01 15:41:00,2016-12-30,1900-01-01 16:03:00,2016,Afternoon,22.0,Dec
Business,Kar?chi,Kar?chi,7.4,Meeting,2016-12-30,1900-01-01 16:45:00,2016-12-30,1900-01-01 17:08:00,2016,Afternoon,23.0,Dec
Business,Kar?chi,Kar?chi,1.29,Customer Visit,2016-12-30,1900-01-01 23:06:00,2016-12-30,1900-01-01 23:10:00,2016,Night,4.0,Dec
Business,Kar?chi,Kar?chi,1.13,Meeting,2016-12-31,1900-01-01 01:07:00,2016-12-31,1900-01-01 01:14:00,2016,Night,7.0,Dec
Business,Kar?chi,Unknown Location,6.28,Temporary Site,2016-12-31,1900-01-01 13:24:00,2016-12-31,1900-01-01 13:42:00,2016,Afternoon,18.0,Dec
Business,Unknown Location,Unknown Location,26.07,Meeting,2016-12-31,1900-01-01 15:03:00,2016-12-31,1900-01-01 15:38:00,2016,Afternoon,35.0,Dec
Business,Katunayake,Gampaha,10.3,Temporary Site,2016-12-31,1900-01-01 21:32:00,2016-12-31,1900-01-01 21:50:00,2016,Night,18.0,Dec
Business,Gampaha,Ilukwatta,77.57,Temporary Site,2016-12-31,1900-01-01 22:08:00,2016-12-31,1900-01-01 23:51:00,2016,Night,103.0,Dec
